File Updated: 29-May-2025 16:31:49 
Data version 2.5 
Site:" Bondville, United States" 
Site_Code,Latitude,Longitude,Elevation_meters,Filter_ID,Start_Year_local,Start_Month_local,Start_Day_local,Start_hour_local,End_Year_local,End_Month_local,End_Day_local,End_hour_local,Hours_sampled,Parameter_Code,Parameter_Name,Value,Units,Analytical_MDL,MDL,UNC,Method_Code,Collection_Description,Analysis_Description,Conditions,Flag
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28904, Titanium PM2.5, 0.65, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28904, Titanium PM2.5, 0.61, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28904, Titanium PM2.5, 0.36, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28904, Titanium PM2.5, 0.68, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28904, Titanium PM2.5, 0.4, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28905, Vanadium PM2.5, 0.1, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28905, Vanadium PM2.5, 0.15, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28905, Vanadium PM2.5, 0.1, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28905, Vanadium PM2.5, 0.06, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28905, Vanadium PM2.5, 0.06, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28906, Chromium PM2.5, -0.09, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28906, Chromium PM2.5, 9.64, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28906, Chromium PM2.5, 0.97, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28906, Chromium PM2.5, 0.17, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28906, Chromium PM2.5, -0.09, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28907, Manganese PM2.5, 0.88, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28907, Manganese PM2.5, 1.67, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28907, Manganese PM2.5, 1.42, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28907, Manganese PM2.5, 1.55, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28907, Manganese PM2.5, 1.49, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28908, Iron PM2.5, 26.51, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28908, Iron PM2.5, 78.41, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28908, Iron PM2.5, 36.91, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28908, Iron PM2.5, 35.52, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28908, Iron PM2.5, 26.34, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28909, Cobalt PM2.5, 0.02, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28909, Cobalt PM2.5, 0.02, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28909, Cobalt PM2.5, 0.01, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28909, Cobalt PM2.5, 0.01, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28909, Cobalt PM2.5, 0.01, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28910, Nickel PM2.5, -0.81, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28910, Nickel PM2.5, 2.67, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28910, Nickel PM2.5, -2.13, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28910, Nickel PM2.5, -1.27, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28910, Nickel PM2.5, -2.07, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28911, Copper PM2.5, -0.42, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28911, Copper PM2.5, 2.09, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28911, Copper PM2.5, 2.06, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28911, Copper PM2.5, 0.24, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28911, Copper PM2.5, -0.66, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28912, Zinc PM2.5, 5.75, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28912, Zinc PM2.5, 16.6, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28912, Zinc PM2.5, 3.49, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28912, Zinc PM2.5, 4.18, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28912, Zinc PM2.5, 3.71, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28913, Arsenic PM2.5, 0.46, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28913, Arsenic PM2.5, 0.41, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28913, Arsenic PM2.5, 0.35, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28913, Arsenic PM2.5, 0.39, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28913, Arsenic PM2.5, 0.52, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28914, Selenium PM2.5, 0.52, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28914, Selenium PM2.5, 0.27, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28914, Selenium PM2.5, 0.26, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28914, Selenium PM2.5, 0.28, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28914, Selenium PM2.5, 0.19, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28916, Cadmium PM2.5, 0.05, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28916, Cadmium PM2.5, 0.11, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28918, Barium PM2.5, 0.6, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28918, Barium PM2.5, 8.06, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28918, Barium PM2.5, 1.22, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28918, Barium PM2.5, 0.83, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28918, Barium PM2.5, 1.74, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28919, Cerium PM2.5, 0.03, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28919, Cerium PM2.5, 0.04, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28919, Cerium PM2.5, 0.02, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28919, Cerium PM2.5, 0.04, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28919, Cerium PM2.5, 0.04, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0001, 2015,8,11,9,2015,8,20,9,24,28920, Lead PM2.5, 1.64, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0002, 2015,8,20,9,2015,8,29,9,24,28920, Lead PM2.5, 1.2, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0005, 2015,9,16,9,2015,9,25,9,24,28920, Lead PM2.5, 1.76, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0006, 2015,9,25,9,2015,10,4,9,24,28920, Lead PM2.5, 0.74, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
USBO,   40.0533,-88.3719,212, USBO-0007, 2015,10,4,9,2015,10,13,9,24,28920, Lead PM2.5, 0.97, Nanograms per cubic meter (ng/m3), NaN,NaN,NaN,412,  AirPhoton SS4i Cascade Impaction Sampler and 25mm mesh Teflon filter,ICP-MS; mass concentration presented at RH = 0%reported value of 0 ug/m3 indicates measurement below MDL for analysis method,Ambient local,
